setting_id,topology,dimension,overlap_ratio,overlap_ratio_target,seed,operator,mean_conflict_before,mean_conflict_after,proposal_consensus_collapse_ratio,post_coordination_regenerated_conflict,conflict_persistence,consensus_instability,reward_proposal_inconsistency,final_objective,FE_total,FE_commit_evaluation,FE_analysis_only,FE_coordination_extra,low_overlap_case,low_overlap_regression_flag
s009_line_d500_o0.3,line,500,0.3,0.3,1,BestRewardSelection,0.326323985357682,0.0,1.0,0.0,0.0,0.6727808869637558,0.28063862273971263,369.18482819868046,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,1,WeightedConsensus,0.326323985357682,0.0,1.0,0.0,0.0,0.668987682854345,0.28063862273971263,368.42348207552993,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,1,ConflictDampening,0.326323985357682,0.0,1.0,0.0,0.0,0.6366643641007679,0.28063862273971263,362.1385726685978,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,2,NoCoordination,0.28713118410532584,0.28713118410532584,0.0,0.28713118410532584,1.0,0.9627993511330201,0.21639355231597734,513.8240989135937,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,2,AverageConsensus,0.28713118410532584,0.0,1.0,0.0,0.0,0.6807903078068634,0.21639355231597734,444.27138747706704,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,2,BestRewardSelection,0.28713118410532584,0.0,1.0,0.0,0.0,0.7160862600852768,0.21639355231597734,451.6807025465359,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,2,WeightedConsensus,0.28713118410532584,0.0,1.0,0.0,0.0,0.6907492987919505,0.21639355231597734,446.32700843287085,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,2,ConflictDampening,0.28713118410532584,0.0,1.0,0.0,0.0,0.6958360222282218,0.21639355231597734,447.3733660350713,10,1,0,0,False,False
s010_line_d1000_o0,line,1000,0.0,0.0,0,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.3530648422026,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,0,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.3530648422026,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,0,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.3530648422026,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,0,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.3530648422026,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,0,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.3530648422026,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,1,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.6544442126497,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,1,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.6544442126497,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,1,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.6544442126497,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,1,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.6544442126497,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,1,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.6544442126497,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,2,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.3216800463997,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,2,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.3216800463997,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,2,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.3216800463997,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,2,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.3216800463997,10,1,0,0,True,False
s010_line_d1000_o0,line,1000,0.0,0.0,2,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.3216800463997,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,0,NoCoordination,0.2552417031929923,0.2552417031929923,0.0,0.2552417031929923,1.0,0.9111315162920574,0.14072510957897677,956.3530648422026,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,0,AverageConsensus,0.2552417031929923,0.0,1.0,0.0,0.0,0.636349563074959,0.14072510957897677,934.6677488821093,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,0,BestRewardSelection,0.2552417031929923,0.0,1.0,0.0,0.0,0.6800256512112985,0.14072510957897677,937.5334751231296,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,0,WeightedConsensus,0.2552417031929923,0.0,1.0,0.0,0.0,0.6788312337009627,0.14072510957897677,937.478001082213,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,0,ConflictDampening,0.2552417031929923,0.0,1.0,0.0,0.0,0.6474612267430309,0.14072510957897677,935.3832339058293,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,1,NoCoordination,0.31041245405981227,0.31041245405981227,0.0,0.31041245405981227,1.0,0.8811304793450434,0.14623736217943695,975.6544442126497,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,1,AverageConsensus,0.31041245405981227,0.0,1.0,0.0,0.0,0.6223630413495431,0.14623736217943695,956.1684943873925,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,1,BestRewardSelection,0.31041245405981227,0.0,1.0,0.0,0.0,0.684731297848376,0.14623736217943695,960.239703207316,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,1,WeightedConsensus,0.31041245405981227,0.0,1.0,0.0,0.0,0.6788692815197019,0.14623736217943695,959.8481655870963,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,1,ConflictDampening,0.31041245405981227,0.0,1.0,0.0,0.0,0.637645576981176,0.14623736217943695,957.1286442542755,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,2,NoCoordination,0.2569032638208749,0.2569032638208749,0.0,0.2569032638208749,1.0,0.9801439809444069,0.14570979146262472,1026.3216800463997,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,2,AverageConsensus,0.2569032638208749,0.0,1.0,0.0,0.0,0.6918320919537236,0.14570979146262472,1002.2068599393664,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,2,BestRewardSelection,0.2569032638208749,0.0,1.0,0.0,0.0,0.7227335610221642,0.14570979146262472,1004.3909809560864,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,2,WeightedConsensus,0.2569032638208749,0.0,1.0,0.0,0.0,0.719061099069134,0.14570979146262472,1004.1231654900108,10,1,0,0,True,False
s011_line_d1000_o0.05,line,1000,0.05,0.05,2,ConflictDampening,0.2569032638208749,0.0,1.0,0.0,0.0,0.7042776471706761,0.14570979146262472,1003.0769244420235,10,1,0,0,True,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,0,NoCoordination,0.2985044548403809,0.2985044548403809,0.0,0.2985044548403809,1.0,0.9621304611251431,0.3105083645211428,956.3530648422026,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,0,AverageConsensus,0.2985044548403809,0.0,1.0,0.0,0.0,0.6748115499386818,0.3105083645211428,908.9880594885998,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,0,BestRewardSelection,0.2985044548403809,0.0,1.0,0.0,0.0,0.7337948996346574,0.3105083645211428,917.2879957657024,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,0,WeightedConsensus,0.2985044548403809,0.0,1.0,0.0,0.0,0.73315136598899,0.3105083645211428,917.1940228594352,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,0,ConflictDampening,0.2985044548403809,0.0,1.0,0.0,0.0,0.6932382365741521,0.3105083645211428,911.5086998866649,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,1,NoCoordination,0.29395454439353685,0.29395454439353685,0.0,0.29395454439353685,1.0,0.8515567333390056,0.16699773023333495,975.6544442126497,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,1,AverageConsensus,0.29395454439353685,0.0,1.0,0.0,0.0,0.5973485455580829,0.16699773023333495,938.5431595526276,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,1,BestRewardSelection,0.29395454439353685,0.0,1.0,0.0,0.0,0.651658915564426,0.16699773023333495,945.339541159275,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,1,WeightedConsensus,0.29395454439353685,0.0,1.0,0.0,0.0,0.6616652970266665,0.16699773023333495,946.6504274241016,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,1,ConflictDampening,0.29395454439353685,0.0,1.0,0.0,0.0,0.6113998385176946,0.16699773023333495,940.2222800385973,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,2,NoCoordination,0.28034166771086855,0.28034166771086855,0.0,0.28034166771086855,1.0,0.9513288475619548,0.1960200031326056,1026.3216800463997,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,2,AverageConsensus,0.28034166771086855,0.0,1.0,0.0,0.0,0.6712652258057941,0.1960200031326056,980.8748191339001,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,2,BestRewardSelection,0.28034166771086855,0.0,1.0,0.0,0.0,0.681234793001936,0.1960200031326056,982.2234915449147,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,2,WeightedConsensus,0.28034166771086855,0.0,1.0,0.0,0.0,0.6792771260244349,0.1960200031326056,981.9570642252817,10,1,0,0,False,False
s012_line_d1000_o0.1,line,1000,0.1,0.1,2,ConflictDampening,0.28034166771086855,0.0,1.0,0.0,0.0,0.6858569538105437,0.1960200031326056,982.856536517367,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,0,NoCoordination,0.25169005088816493,0.25169005088816493,0.0,0.25169005088816493,1.0,0.9611788685151805,0.14507015266449477,956.3530648422026,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,0,AverageConsensus,0.25169005088816493,0.0,1.0,0.0,0.0,0.6748212463510995,0.14507015266449477,862.634162941232,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,0,BestRewardSelection,0.25169005088816493,0.0,1.0,0.0,0.0,0.6952225798267703,0.14507015266449477,868.2232262162836,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,0,WeightedConsensus,0.25169005088816493,0.0,1.0,0.0,0.0,0.6880421005003723,0.14507015266449477,866.2382006655337,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,0,ConflictDampening,0.25169005088816493,0.0,1.0,0.0,0.0,0.6875689219445865,0.14507015266449477,866.1100465929928,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,1,NoCoordination,0.2692556496156822,0.2692556496156822,0.0,0.2692556496156822,1.0,0.9244802189353475,0.14776694884704658,975.6544442126497,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,1,AverageConsensus,0.2692556496156822,0.0,1.0,0.0,0.0,0.6503039363748759,0.14776694884704658,888.7421390189393,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,1,BestRewardSelection,0.2692556496156822,0.0,1.0,0.0,0.0,0.6952048708852389,0.14776694884704658,900.8884360582914,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,1,WeightedConsensus,0.2692556496156822,0.0,1.0,0.0,0.0,0.6825304046052334,0.14776694884704658,897.3897928610515,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,1,ConflictDampening,0.2692556496156822,0.0,1.0,0.0,0.0,0.662315302373505,0.14776694884704658,891.8747439947625,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,2,NoCoordination,0.274575113527985,0.274575113527985,0.0,0.274575113527985,1.0,0.9624576467152065,0.193725340583955,1026.3216800463997,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,2,AverageConsensus,0.274575113527985,0.0,1.0,0.0,0.0,0.6789048137787019,0.193725340583955,933.232388103107,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,2,BestRewardSelection,0.274575113527985,0.0,1.0,0.0,0.0,0.69336236522049,0.193725340583955,937.1963706416107,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,2,WeightedConsensus,0.274575113527985,0.0,1.0,0.0,0.0,0.6910231047466613,0.193725340583955,936.5489967477505,10,1,0,0,False,False
s013_line_d1000_o0.2,line,1000,0.2,0.2,2,ConflictDampening,0.274575113527985,0.0,1.0,0.0,0.0,0.6943626957190784,0.193725340583955,937.4763691740536,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,0,NoCoordination,0.23328894098466524,0.23328894098466524,0.0,0.23328894098466524,1.0,1.0178195965511034,0.12153348962066242,956.3530648422026,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,0,AverageConsensus,0.23328894098466524,0.0,1.0,0.0,0.0,0.7128917304531148,0.12153348962066242,797.8341549748358,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,0,BestRewardSelection,0.23328894098466524,0.0,1.0,0.0,0.0,0.7178626867312558,0.12153348962066242,799.9703357884443,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,0,WeightedConsensus,0.23328894098466524,0.0,1.0,0.0,0.0,0.7101987349940644,0.12153348962066242,796.6964193671873,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,0,ConflictDampening,0.23328894098466524,0.0,1.0,0.0,0.0,0.7243306951277316,0.12153348962066242,802.7800002449651,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,1,NoCoordination,0.28124327179710085,0.28124327179710085,0.0,0.28124327179710085,1.0,0.921623485167741,0.1820631487246359,975.6544442126497,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,1,AverageConsensus,0.28124327179710085,0.0,1.0,0.0,0.0,0.6474118170908401,0.1820631487246359,844.9641608828531,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,1,BestRewardSelection,0.28124327179710085,0.0,1.0,0.0,0.0,0.6695209410859848,0.1820631487246359,853.7791712817216,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,1,WeightedConsensus,0.28124327179710085,0.0,1.0,0.0,0.0,0.6669878022825501,0.1820631487246359,852.7634820848027,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,1,ConflictDampening,0.28124327179710085,0.0,1.0,0.0,0.0,0.6613167440579947,0.1820631487246359,850.4479737418948,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,2,NoCoordination,0.2281933335544086,0.2281933335544086,0.0,0.2281933335544086,1.0,1.0162256734830808,0.0835674903894552,1026.3216800463997,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,2,AverageConsensus,0.2281933335544086,0.0,1.0,0.0,0.0,0.7162683510118977,0.0835674903894552,869.981374543005,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,2,BestRewardSelection,0.2281933335544086,0.0,1.0,0.0,0.0,0.7571483309519833,0.0835674903894552,888.0551016271626,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,2,WeightedConsensus,0.2281933335544086,0.0,1.0,0.0,0.0,0.7430185417119252,0.0835674903894552,881.680100015471,10,1,0,0,False,False
s014_line_d1000_o0.3,line,1000,0.3,0.3,2,ConflictDampening,0.2281933335544086,0.0,1.0,0.0,0.0,0.7267761031842858,0.0835674903894552,874.5354926536316,10,1,0,0,False,False
s015_ring_d100_o0,ring,100,0.0,0.0,0,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22716979200077,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,0,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22716979200077,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,0,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22716979200077,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,0,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22716979200077,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,0,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22716979200077,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,1,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05676144933012,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,1,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05676144933012,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,1,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05676144933012,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,1,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05676144933012,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,1,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05676144933012,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,2,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.50974624931351,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,2,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.50974624931351,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,2,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.50974624931351,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,2,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.50974624931351,10,1,0,0,True,False
s015_ring_d100_o0,ring,100,0.0,0.0,2,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.50974624931351,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,0,NoCoordination,0.511631959831812,0.511631959831812,0.0,0.511631959831812,1.0,0.3829052666917794,0.529995879495436,93.22716979200077,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,0,AverageConsensus,0.511631959831812,0.0,1.0,0.0,0.0,0.23971077721549003,0.529995879495436,92.77872694091782,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,0,BestRewardSelection,0.511631959831812,0.0,1.0,0.0,0.0,0.21211314497440203,0.529995879495436,92.71310312478396,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,0,WeightedConsensus,0.511631959831812,0.0,1.0,0.0,0.0,0.20341898606860093,0.529995879495436,92.69274485984313,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,0,ConflictDampening,0.511631959831812,0.0,1.0,0.0,0.0,0.2664652571212737,0.529995879495436,92.84769668539069,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,1,NoCoordination,0.4582820133286732,0.4582820133286732,0.0,0.4582820133286732,1.0,0.797450028353932,0.5699460399860196,73.05676144933012,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,1,AverageConsensus,0.4582820133286732,0.0,1.0,0.0,0.0,0.5830796026307338,0.5699460399860196,71.46147803168816,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,1,BestRewardSelection,0.4582820133286732,0.0,1.0,0.0,0.0,0.5411151648548979,0.5699460399860196,71.3281595544528,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,1,WeightedConsensus,0.4582820133286732,0.0,1.0,0.0,0.0,0.5168458897975948,0.5699460399860196,71.12196995988704,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,1,ConflictDampening,0.4582820133286732,0.0,1.0,0.0,0.0,0.6161795700322837,0.5699460399860196,71.6895904119301,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,2,NoCoordination,0.31698506759430617,0.31698506759430617,0.0,0.31698506759430617,1.0,1.3633591945527546,0.3460552027829186,90.50974624931351,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,2,AverageConsensus,0.31698506759430617,0.0,1.0,0.0,0.0,0.9749955680839166,0.3460552027829186,85.76283758224233,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,2,BestRewardSelection,0.31698506759430617,0.0,1.0,0.0,0.0,1.1307397512647053,0.3460552027829186,87.78236199518538,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,2,WeightedConsensus,0.31698506759430617,0.0,1.0,0.0,0.0,1.1062722788751589,0.3460552027829186,87.31460808282674,10,1,0,0,True,False
s016_ring_d100_o0.05,ring,100,0.05,0.05,2,ConflictDampening,0.31698506759430617,0.0,1.0,0.0,0.0,0.9979293177301298,0.3460552027829186,86.01910584847468,10,1,0,0,True,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,0,NoCoordination,0.3906226597507925,0.3906226597507925,0.0,0.3906226597507925,1.0,0.741235738244974,0.46681797925237767,93.22716979200077,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,0,AverageConsensus,0.3906226597507925,0.0,1.0,0.0,0.0,0.5092844982860969,0.46681797925237767,90.29302847194107,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,0,BestRewardSelection,0.3906226597507925,0.0,1.0,0.0,0.0,0.43914268096307973,0.46681797925237767,89.69835639988919,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,0,WeightedConsensus,0.3906226597507925,0.0,1.0,0.0,0.0,0.47088260654207476,0.46681797925237767,89.93543219556629,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,0,ConflictDampening,0.3906226597507925,0.0,1.0,0.0,0.0,0.5333221971216555,0.46681797925237767,90.55312140007437,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,1,NoCoordination,0.47038690591795307,0.47038690591795307,0.0,0.47038690591795307,1.0,0.6293185658596321,0.5061107177538591,73.05676144933012,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,1,AverageConsensus,0.47038690591795307,0.0,1.0,0.0,0.0,0.4610985327717968,0.5061107177538591,70.97241878419935,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,1,BestRewardSelection,0.47038690591795307,0.0,1.0,0.0,0.0,0.4453292826862719,0.5061107177538591,71.0249769701282,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,1,WeightedConsensus,0.47038690591795307,0.0,1.0,0.0,0.0,0.42996954692737743,0.5061107177538591,70.73881180430449,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,1,ConflictDampening,0.47038690591795307,0.0,1.0,0.0,0.0,0.4879337194973967,0.5061107177538591,71.28087518121889,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,2,NoCoordination,0.4210994636353025,0.4210994636353025,0.0,0.4210994636353025,1.0,1.0990204404721235,0.5582483909059073,90.50974624931351,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,2,AverageConsensus,0.4210994636353025,0.0,1.0,0.0,0.0,0.7842622134488924,0.5582483909059073,84.5815417519136,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,2,BestRewardSelection,0.4210994636353025,0.0,1.0,0.0,0.0,0.9185924916574716,0.5582483909059073,86.89940793237881,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,2,WeightedConsensus,0.4210994636353025,0.0,1.0,0.0,0.0,0.8931701275352215,0.5582483909059073,86.40915258716034,10,1,0,0,False,False
s017_ring_d100_o0.1,ring,100,0.1,0.1,2,ConflictDampening,0.4210994636353025,0.0,1.0,0.0,0.0,0.8076447675157702,0.5582483909059073,84.9539874399022,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,0,NoCoordination,0.4265689094447055,0.4265689094447055,0.0,0.4265689094447055,1.0,0.8508756897642668,0.6247067283341162,93.22716979200077,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,0,AverageConsensus,0.4265689094447055,0.0,1.0,0.0,0.0,0.5936133865380592,0.6247067283341162,85.43996675573267,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,0,BestRewardSelection,0.4265689094447055,0.0,1.0,0.0,0.0,0.5329217432186504,0.6247067283341162,84.06009390787311,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,0,WeightedConsensus,0.4265689094447055,0.0,1.0,0.0,0.0,0.536268111094126,0.6247067283341162,84.22797497604041,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,0,ConflictDampening,0.4265689094447055,0.0,1.0,0.0,0.0,0.6246430427126122,0.6247067283341162,86.22343008046867,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,1,NoCoordination,0.45290899156582815,0.45290899156582815,0.0,0.45290899156582815,1.0,0.5771676678094989,0.4537269746974844,73.05676144933012,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,1,AverageConsensus,0.45290899156582815,0.0,1.0,0.0,0.0,0.41750762262229757,0.4537269746974844,69.86897851816168,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,1,BestRewardSelection,0.45290899156582815,0.0,1.0,0.0,0.0,0.4082514647045456,0.4537269746974844,69.90458551829518,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,1,WeightedConsensus,0.45290899156582815,0.0,1.0,0.0,0.0,0.4145453476917623,0.4537269746974844,69.90113220464777,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,1,ConflictDampening,0.45290899156582815,0.0,1.0,0.0,0.0,0.441649496350272,0.4537269746974844,70.29194382279643,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,2,NoCoordination,0.4167067673759476,0.4167067673759476,0.0,0.4167067673759476,1.0,0.8806900774247154,0.4451203021278429,90.50974624931351,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,2,AverageConsensus,0.4167067673759476,0.0,1.0,0.0,0.0,0.6285791672257043,0.4451203021278429,82.8711257472381,10,1,0,0,False,False
s018_ring_d100_o0.2,ring,100,0.2,0.2,2,BestRewardSelection,0.4167067673759476,0.0,1.0,0.0,0.0,0.7174985217378933,0.4451203021278429,85.24517858946791,10,1,0,0,False,False
